timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1546452541492,108,HTTP Request,200,OK,http://www.example.com 1-13,text,true,,1592,116,24,24,108,0,0
1546452541498,108,HTTP Request,200,OK,http://www.example.com 1-2,text,true,,1614,116,24,24,108,0,0
1546452541494,115,HTTP Request,200,OK,http://www.example.com 1-16,text,true,,1592,116,24,24,115,0,0
1546452541503,114,HTTP Request,200,OK,http://www.example.com 1-15,text,true,,1592,116,24,24,113,0,0
1546452541505,115,HTTP Request,200,OK,http://www.example.com 1-5,text,true,,1614,116,24,24,115,0,0
1546452541511,109,HTTP Request,200,OK,http://www.example.com 1-11,text,true,,1613,116,24,24,109,0,0
1546452541517,105,HTTP Request,200,OK,http://www.example.com 1-17,text,true,,1597,116,24,24,105,0,0
1546452541510,117,HTTP Request,200,OK,http://www.example.com 1-19,text,true,,1613,116,24,24,117,0,0
1546452541395,241,HTTP Request,200,OK,http://www.example.com 1-21,text,true,,1592,116,25,25,241,0,120
1546452541548,117,HTTP Request,200,OK,http://www.example.com 1-6,text,true,,1608,116,25,25,117,0,0
1546452541554,122,HTTP Request,200,OK,http://www.example.com 1-1,text,true,,1592,116,25,25,122,0,0
1546452541512,164,HTTP Request,200,OK,http://www.example.com 1-9,text,true,,1614,116,25,25,164,0,0
1546452541573,109,HTTP Request,200,OK,http://www.example.com 1-3,text,true,,1614,116,25,25,109,0,0
1546452541550,139,HTTP Request,200,OK,http://www.example.com 1-10,text,true,,1592,116,25,25,139,0,0
1546452541583,115,HTTP Request,200,OK,http://www.example.com 1-12,text,true,,1608,116,26,26,115,0,0
1546452541587,113,HTTP Request,200,OK,http://www.example.com 1-18,text,true,,1613,116,26,26,111,0,0
1546452541583,119,HTTP Request,200,OK,http://www.example.com 1-4,text,true,,1608,116,26,26,119,0,0
1546452541582,125,HTTP Request,200,OK,http://www.example.com 1-8,text,true,,1608,116,26,26,124,0,0
1546452541599,110,HTTP Request,200,OK,http://www.example.com 1-7,text,true,,1614,116,26,26,109,0,0
1546452541455,254,HTTP Request,200,OK,http://www.example.com 1-22,text,true,,1614,116,26,26,254,0,130
1546452541606,109,HTTP Request,200,OK,http://www.example.com 1-2,text,true,,1592,116,26,26,109,0,0
1546452541597,118,HTTP Request,200,OK,http://www.example.com 1-20,text,true,,1614,116,26,26,118,0,0
1546452541582,138,HTTP Request,200,OK,http://www.example.com 1-14,text,true,,1592,116,26,26,138,0,0
1546452541600,124,HTTP Request,200,OK,http://www.example.com 1-13,text,true,,1613,116,26,26,120,0,0
1546452541610,117,HTTP Request,200,OK,http://www.example.com 1-16,text,true,,1592,116,26,26,117,0,0
1546452541620,109,HTTP Request,200,OK,http://www.example.com 1-5,text,true,,1592,116,26,26,109,0,0
1546452541620,110,HTTP Request,200,OK,http://www.example.com 1-11,text,true,,1592,116,26,26,110,0,0
1546452541618,114,HTTP Request,200,OK,http://www.example.com 1-15,text,true,,1614,116,26,26,114,0,0
1546452541622,115,HTTP Request,200,OK,http://www.example.com 1-17,text,true,,1608,116,26,26,114,0,0
1546452541628,113,HTTP Request,200,OK,http://www.example.com 1-19,text,true,,1608,116,26,26,113,0,0
1546452541636,120,HTTP Request,200,OK,http://www.example.com 1-21,text,true,,1614,116,27,27,120,0,0
1546452541515,246,HTTP Request,200,OK,http://www.example.com 1-23,text,true,,1592,116,27,27,246,0,120
1546452541666,114,HTTP Request,200,OK,http://www.example.com 1-6,text,true,,1592,116,27,27,114,0,0
1546452541676,112,HTTP Request,200,OK,http://www.example.com 1-9,text,true,,1592,116,27,27,112,0,0
1546452541676,115,HTTP Request,200,OK,http://www.example.com 1-1,text,true,,1592,116,27,27,115,0,0
1546452541682,110,HTTP Request,200,OK,http://www.example.com 1-3,text,true,,1592,116,27,27,110,0,0
1546452541689,115,HTTP Request,200,OK,http://www.example.com 1-10,text,true,,1592,116,27,27,115,0,0
1546452541699,106,HTTP Request,200,OK,http://www.example.com 1-12,text,true,,1592,116,27,27,106,0,0
1546452541703,122,HTTP Request,200,OK,http://www.example.com 1-4,text,true,,1614,116,28,28,122,0,0
1546452541576,254,HTTP Request,200,OK,http://www.example.com 1-24,text,true,,1614,116,28,28,253,0,121
1546452541709,129,HTTP Request,200,OK,http://www.example.com 1-7,text,true,,1592,116,28,28,129,0,0
1546452541700,141,HTTP Request,200,OK,http://www.example.com 1-18,text,true,,1592,116,28,28,141,0,0
1546452541707,134,HTTP Request,200,OK,http://www.example.com 1-8,text,true,,1592,116,28,28,134,0,0
1546452541715,126,HTTP Request,200,OK,http://www.example.com 1-2,text,true,,1592,116,28,28,126,0,0
1546452541716,125,HTTP Request,200,OK,http://www.example.com 1-20,text,true,,1608,116,28,28,125,0,0
1546452541710,132,HTTP Request,200,OK,http://www.example.com 1-22,text,true,,1608,116,28,28,132,0,0
1546452541720,123,HTTP Request,200,OK,http://www.example.com 1-14,text,true,,1614,116,28,28,123,0,0
1546452541730,113,HTTP Request,200,OK,http://www.example.com 1-5,text,true,,1613,116,28,28,113,0,0
1546452541724,119,HTTP Request,200,OK,http://www.example.com 1-13,text,true,,1592,116,28,28,119,0,0
1546452541730,113,HTTP Request,200,OK,http://www.example.com 1-11,text,true,,1592,116,28,28,113,0,0
1546452541728,123,HTTP Request,200,OK,http://www.example.com 1-16,text,true,,1614,116,28,28,119,0,0
1546452541733,121,HTTP Request,200,OK,http://www.example.com 1-15,text,true,,1592,116,28,28,121,0,0
1546452541737,126,HTTP Request,200,OK,http://www.example.com 1-17,text,true,,1592,116,28,28,126,0,0
1546452541741,124,HTTP Request,200,OK,http://www.example.com 1-19,text,true,,1613,116,28,28,124,0,0
1546452541756,114,HTTP Request,200,OK,http://www.example.com 1-21,text,true,,1592,116,28,28,114,0,0
1546452541761,109,HTTP Request,200,OK,http://www.example.com 1-23,text,true,,1608,116,28,28,109,0,0
1546452541634,238,HTTP Request,200,OK,http://www.example.com 1-25,text,true,,1592,116,28,28,238,0,111
1546452541792,109,HTTP Request,200,OK,http://www.example.com 1-1,text,true,,1592,116,29,29,108,0,0
1546452541780,125,HTTP Request,200,OK,http://www.example.com 1-6,text,true,,1592,116,29,29,125,0,0
1546452541793,115,HTTP Request,200,OK,http://www.example.com 1-3,text,true,,1592,116,29,29,115,0,0
1546452541806,105,HTTP Request,200,OK,http://www.example.com 1-12,text,true,,1614,116,29,29,105,0,0
1546452541804,112,HTTP Request,200,OK,http://www.example.com 1-10,text,true,,1592,116,29,29,112,0,0
