timeStamp,service,type,success,responseTime,bytes
1546447785300,/,GET,1,232.815027237,1270
1546447786322,/,GET,1,253.504991531,1270
1546447786322,/,GET,1,253.504991531,1270
1546447787310,/,GET,1,239.888906479,1270
1546447787310,/,GET,1,239.888906479,1270
1546447787310,/,GET,1,239.888906479,1270
1546447788321,/,GET,1,250.602960587,1270
1546447788321,/,GET,1,250.602960587,1270
1546447788321,/,GET,1,250.602960587,1270
1546447788321,/,GET,1,250.602960587,1270
1546447789325,/,GET,1,251.492023468,1270
1546447789325,/,GET,1,251.492023468,1270
1546447789325,/,GET,1,251.492023468,1270
1546447789325,/,GET,1,251.492023468,1270
1546447789325,/,GET,1,251.492023468,1270
1546447790325,/,GET,1,251.21307373,1270
1546447790325,/,GET,1,251.21307373,1270
1546447790325,/,GET,1,251.21307373,1270
1546447790325,/,GET,1,251.21307373,1270
1546447790325,/,GET,1,251.21307373,1270
1546447790325,/,GET,1,251.21307373,1270
1546447790615,/,GET,1,115.397930145,1270
1546447790615,/,GET,1,115.397930145,1270
1546447790615,/,GET,1,115.397930145,1270
1546447790615,/,GET,1,115.397930145,1270
1546447790615,/,GET,1,115.397930145,1270
1546447790615,/,GET,1,115.397930145,1270
1546447790825,/,GET,1,114.207983017,1270
1546447790825,/,GET,1,114.207983017,1270
1546447790825,/,GET,1,114.207983017,1270
1546447790825,/,GET,1,114.207983017,1270
1546447790825,/,GET,1,114.207983017,1270
1546447790825,/,GET,1,114.207983017,1270
1546447791343,/,GET,1,267.631053925,1270
1546447791343,/,GET,1,267.631053925,1270
1546447791343,/,GET,1,267.631053925,1270
1546447791343,/,GET,1,267.631053925,1270
1546447791343,/,GET,1,267.631053925,1270
1546447791343,/,GET,1,267.631053925,1270
1546447791343,/,GET,1,267.631053925,1270
1546447792336,/,GET,1,260.365009308,1270
1546447792336,/,GET,1,260.365009308,1270
1546447792336,/,GET,1,260.365009308,1270
1546447792336,/,GET,1,260.365009308,1270
1546447792336,/,GET,1,260.365009308,1270
1546447792336,/,GET,1,260.365009308,1270
1546447792336,/,GET,1,260.365009308,1270
1546447792336,/,GET,1,260.365009308,1270
1546447792665,/,GET,1,122.412919998,1270
1546447792665,/,GET,1,122.412919998,1270
1546447792665,/,GET,1,122.412919998,1270
1546447792665,/,GET,1,122.412919998,1270
1546447792665,/,GET,1,122.412919998,1270
1546447792665,/,GET,1,122.412919998,1270
1546447792665,/,GET,1,122.412919998,1270
1546447792665,/,GET,1,122.412919998,1270
1546447793374,/,GET,1,218.564987183,1270
1546447793374,/,GET,1,218.564987183,1270
1546447793374,/,GET,1,218.564987183,1270
1546447793374,/,GET,1,218.564987183,1270
1546447793374,/,GET,1,218.564987183,1270
1546447793374,/,GET,1,218.564987183,1270
1546447793374,/,GET,1,218.564987183,1270
1546447793374,/,GET,1,218.564987183,1270
1546447793374,/,GET,1,218.564987183,1270
1546447793381,/,GET,1,304.23116684,1270
1546447793381,/,GET,1,304.23116684,1270
1546447793381,/,GET,1,304.23116684,1270
1546447793381,/,GET,1,304.23116684,1270
1546447793381,/,GET,1,304.23116684,1270
1546447793381,/,GET,1,304.23116684,1270
1546447793381,/,GET,1,304.23116684,1270
1546447793381,/,GET,1,304.23116684,1270
1546447793381,/,GET,1,304.23116684,1270
1546447794136,/,GET,1,111.180782318,1270
1546447794136,/,GET,1,111.180782318,1270
1546447794136,/,GET,1,111.180782318,1270
1546447794136,/,GET,1,111.180782318,1270
1546447794136,/,GET,1,111.180782318,1270
1546447794136,/,GET,1,111.180782318,1270
1546447794136,/,GET,1,111.180782318,1270
1546447794136,/,GET,1,111.180782318,1270
1546447794136,/,GET,1,111.180782318,1270
1546447794136,/,GET,1,111.180782318,1270
1546447794324,/,GET,1,246.628046036,1270
1546447794324,/,GET,1,246.628046036,1270
1546447794324,/,GET,1,246.628046036,1270
1546447794324,/,GET,1,246.628046036,1270
1546447794324,/,GET,1,246.628046036,1270
1546447794324,/,GET,1,246.628046036,1270
1546447794324,/,GET,1,246.628046036,1270
1546447794324,/,GET,1,246.628046036,1270
1546447794324,/,GET,1,246.628046036,1270
1546447794324,/,GET,1,246.628046036,1270
1546447795619,/,GET,1,113.219976425,1270
1546447795619,/,GET,1,113.219976425,1270
1546447795619,/,GET,1,113.219976425,1270
1546447795619,/,GET,1,113.219976425,1270
1546447795619,/,GET,1,113.219976425,1270
1546447795619,/,GET,1,113.219976425,1270
1546447795619,/,GET,1,113.219976425,1270
1546447795619,/,GET,1,113.219976425,1270
1546447795619,/,GET,1,113.219976425,1270
1546447795619,/,GET,1,113.219976425,1270
1546447796078,/,GET,1,119.502067566,1270
1546447796078,/,GET,1,119.502067566,1270
1546447796078,/,GET,1,119.502067566,1270
1546447796078,/,GET,1,119.502067566,1270
1546447796078,/,GET,1,119.502067566,1270
1546447796078,/,GET,1,119.502067566,1270
1546447796078,/,GET,1,119.502067566,1270
1546447796078,/,GET,1,119.502067566,1270
1546447796078,/,GET,1,119.502067566,1270
1546447796078,/,GET,1,119.502067566,1270
1546447796681,/,GET,1,113.041162491,1270
1546447796681,/,GET,1,113.041162491,1270
1546447796681,/,GET,1,113.041162491,1270
1546447796681,/,GET,1,113.041162491,1270
1546447796681,/,GET,1,113.041162491,1270
1546447796681,/,GET,1,113.041162491,1270
1546447796681,/,GET,1,113.041162491,1270
1546447796681,/,GET,1,113.041162491,1270
1546447796681,/,GET,1,113.041162491,1270
1546447796681,/,GET,1,113.041162491,1270
1546447796845,/,GET,1,114.985942841,1270
1546447796845,/,GET,1,114.985942841,1270
1546447796845,/,GET,1,114.985942841,1270
1546447796846,/,GET,1,114.985942841,1270
1546447796846,/,GET,1,114.985942841,1270
1546447796846,/,GET,1,114.985942841,1270
1546447796846,/,GET,1,114.985942841,1270
1546447796846,/,GET,1,114.985942841,1270
1546447796846,/,GET,1,114.985942841,1270
1546447796846,/,GET,1,114.985942841,1270
1546447797086,/,GET,1,116.327047348,1270
1546447797086,/,GET,1,116.327047348,1270
1546447797086,/,GET,1,116.327047348,1270
1546447797086,/,GET,1,116.327047348,1270
1546447797086,/,GET,1,116.327047348,1270
1546447797086,/,GET,1,116.327047348,1270
1546447797086,/,GET,1,116.327047348,1270
1546447797086,/,GET,1,116.327047348,1270
1546447797086,/,GET,1,116.327047348,1270
1546447797086,/,GET,1,116.327047348,1270
1546447797585,/,GET,1,113.881111145,1270
1546447797585,/,GET,1,113.881111145,1270
1546447797585,/,GET,1,113.881111145,1270
1546447797585,/,GET,1,113.881111145,1270
1546447797585,/,GET,1,113.881111145,1270
1546447797585,/,GET,1,113.881111145,1270
1546447797585,/,GET,1,113.881111145,1270
1546447797585,/,GET,1,113.881111145,1270
1546447797585,/,GET,1,113.881111145,1270
1546447797585,/,GET,1,113.881111145,1270
1546447797709,/,GET,1,124.665975571,1270
1546447797709,/,GET,1,124.665975571,1270
1546447797709,/,GET,1,124.665975571,1270
1546447797709,/,GET,1,124.665975571,1270
1546447797709,/,GET,1,124.665975571,1270
1546447797709,/,GET,1,124.665975571,1270
1546447797709,/,GET,1,124.665975571,1270
1546447797709,/,GET,1,124.665975571,1270
1546447797709,/,GET,1,124.665975571,1270
1546447797709,/,GET,1,124.665975571,1270
1546447797860,/,GET,1,114.998102188,1270
1546447797860,/,GET,1,114.998102188,1270
1546447797860,/,GET,1,114.998102188,1270
1546447797860,/,GET,1,114.998102188,1270
1546447797860,/,GET,1,114.998102188,1270
1546447797860,/,GET,1,114.998102188,1270
1546447797860,/,GET,1,114.998102188,1270
1546447797860,/,GET,1,114.998102188,1270
1546447797860,/,GET,1,114.998102188,1270
1546447797860,/,GET,1,114.998102188,1270
1546447798229,/,GET,1,113.503932953,1270
1546447798229,/,GET,1,113.503932953,1270
1546447798229,/,GET,1,113.503932953,1270
1546447798229,/,GET,1,113.503932953,1270
1546447798229,/,GET,1,113.503932953,1270
1546447798229,/,GET,1,113.503932953,1270
1546447798229,/,GET,1,113.503932953,1270
1546447798229,/,GET,1,113.503932953,1270
1546447798229,/,GET,1,113.503932953,1270
1546447798229,/,GET,1,113.503932953,1270
1546447799477,/,GET,1,127.965927124,1270
1546447799477,/,GET,1,127.965927124,1270
1546447799477,/,GET,1,127.965927124,1270
1546447799477,/,GET,1,127.965927124,1270
1546447799477,/,GET,1,127.965927124,1270
1546447799477,/,GET,1,127.965927124,1270
1546447799477,/,GET,1,127.965927124,1270
1546447799477,/,GET,1,127.965927124,1270
1546447799477,/,GET,1,127.965927124,1270
1546447799477,/,GET,1,127.965927124,1270
1546447799522,/,GET,1,123.649835587,1270
1546447799522,/,GET,1,123.649835587,1270
1546447799522,/,GET,1,123.649835587,1270
1546447799522,/,GET,1,123.649835587,1270
1546447799522,/,GET,1,123.649835587,1270
1546447799522,/,GET,1,123.649835587,1270
